image_url,stories_id,media_id,story_title,story_url,media_name,media_url,publish_date,inlink_count,fb_count,partisan,d_hash,parent
"https://video-images.vice.com/articles/5cd46f18e35aec000778702d/lede/1557497010170-AP_19092825143817.jpeg?crop=1xw:0.6497168989547039xh;center,center",1356402936,26164,Imprisoning Women and Not Covering Birth Control Are Now on the Table in the Abortion Fight,https://news.vice.com/en_us/article/xwnw4n/imprisoning-women-and-not-covering-birth-control-are-now-on-the-table-in-the-abortion-fight,Vice,http://m.vice.com,2019-08-04 06:36:57.126016,0,8041,[3687],485b5b98e8a2a829,0
https://cdn.vox-cdn.com/thumbor/7EbVXDzpacIV1teH_64ESzRVMnQ=/0x0:4796x2511/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13707921/GettyImages_1085868896_lead.jpg,1173170513,104828,"Kamala Harris’s controversial record on criminal justice, explained",https://www.vox.com/future-perfect/2019/1/23/18184192/kamala-harris-president-campaign-criminal-justice-record,Vox,http://www.vox.com,2019-01-23 09:30:00.000000,1,7761,[3689],af8c26c607cc4e3b,0
https://cdn.cnsnews.com/clinton-mtp-screen_capture.jpg,500946512,20357,Hillary Clinton: ‘The Unborn Person Doesn’t Have Constitutional Rights’,http://cnsnews.com/news/article/cnsnewscom-staff/hillary-clinton-unborn-person-doesnt-have-constitutional-rights,CNS News,http://cnsnews.com,2016-06-21 06:42:02,1,7281,[3690],d2e5fc5963a9d94f,0
https://i.dailymail.co.uk/1s/2019/07/26/21/16551550-0-image-a-62_1564173503188.jpg,1352213940,1747,"Murdered Ole Miss student, 21, was PREGNANT with accused killer's baby",https://www.dailymail.co.uk/news/article-7291005/Murdered-Ole-Miss-student-21-PREGNANT-accused-killers-baby.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Daily Mail,http://www.dailymail.co.uk/home/index.html,2019-07-30 10:47:48,3,7097,[3690],b792b3b1b1929393,0
http://media.breitbart.com/media/2015/01/Planned-Parenthood-signs-afp.jpg,331820732,19334,GAO Confirms: Planned Parenthood and Other Groups Use Taxpayer Funds to Promote Abortions - Breitbart,http://www.breitbart.com/big-government/2015/03/25/gao-confirms-planned-parenthood-and-other-groups-use-taxpayer-funds-to-promote-abortions/,Breitbart,http://www.breitbart.com,2014-02-07 17:54:20,1,6867,[3690],3070f0d0f0e89631,0
https://i.guim.co.uk/img/media/6d7b217e4327c0ac0a3aa51120797768e084a1fe/329_623_3228_1937/master/3228.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=10280808fae7f8281cf65cdaa4252fed,1297463664,623382,Revealed: women's fertility app is funded by anti-abortion campaigners,https://www.theguardian.com/world/2019/may/30/revealed-womens-fertility-app-is-funded-by-anti-abortion-campaigners,Guardian - United States,http://www.theguardian.com/us,2019-05-30 02:00:03.000000,1,6658,[],3b595b4955d6b2b9,0
https://img.huffingtonpost.com/asset/5cc6212b240000130a52453a.jpeg?cache=0m6sab9snz&ops=1910_1000,1268730637,6932,Trump Pushes More Dangerous Abortion Lies At Wisconsin Rally,https://www.huffpost.com/entry/donald-trump-abortion-lies-wisconsin-rally_n_5cc61e06e4b04eb7ff9780b5,Taking the Initiative: Carl Pope's Blog - Sierra Club,http://www.sierraclub.org/carlpope/,2019-04-28 19:03:32.000000,1,5949,[3689],3b595b4955d6b2b9,0
https://cdn01.dailycaller.com/wp-content/uploads/2019/03/Unplanned-abortion-movie-e1553802598765.png,1236194082,18775,"&#8216;Unplanned&#8217; Hits Theaters, Recounts The Emotional Story Of A Former Abortion Clinic Worker",https://dailycaller.com/2019/03/30/unplanned-abortion-movie-theaters/,Daily Caller,http://dailycaller.com,2019-03-30 10:51:13.000000,1,5462,[3690],8c0ccc06c952dac2,0
https://ichef.bbci.co.uk/news/1024/branded_news/9501/production/_106354183_tv053333176.jpg,1355625470,1094,"Can a young, gay mayor become US president?",https://www.bbc.com/news/world-us-canada-47860012,BBC,http://www.bbc.co.uk/?ok,2019-08-03 02:59:38.483308,0,5182,[3687],1939b9b11525e4a6,0
https://static01.nyt.com/images/2018/07/23/nyregion/23xp-abortion/23xp-abortion-facebookJumbo.jpg,934426435,1,"Anti-Abortion Protesters at Queens Clinic Did Not Harass Patients, Judge Rules",https://www.nytimes.com/2018/07/22/nyregion/anti-abortion-protesters-queens-clinic.html,New York Times,http://nytimes.com,2018-07-22 18:08:04.000000,1,4963,[3687],343535e5e969e9e8,0
https://cdn.vox-cdn.com/thumbor/M5lgLtAw2VpXPolZgPMBAKe-BDs=/0x0:2659x1392/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/18370067/1165229792.jpg.jpg,1353483022,104828,Marianne Williamson isn’t funny. She’s scary.,https://www.vox.com/policy-and-politics/2019/7/31/20748594/marianne-williamson-debate-democratic-july-2019-depression,Vox,http://www.vox.com,2019-07-31 17:40:00,0,4673,[3689],8d185918cfda78f0,0
https://static01.nyt.com/images/2017/04/14/us/14TRUMP-01/14TRUMP-01-facebookJumbo.jpg,657192785,1,Trump Signs Law Taking Aim at Planned Parenthood Funding,https://www.nytimes.com/2017/04/13/us/politics/planned-parenthood-trump.html?_r=0,New York Times,http://nytimes.com,2017-04-13 08:00:00.000000,1,4646,[3687],1,0
https://cdn01.dailycaller.com/wp-content/uploads/2019/07/D56D91AB-9C38-45A7-8EB2-BE88DEB74774-e1564582072459.jpeg,1353108282,18775,Alveda King On Baltimore: Trump Is ‘Simply Saying Your Communities Need To Be Fixed’,https://dailycaller.com/2019/07/31/alveda-king-baltimore-trump-communities-need-fixed/,Daily Caller,http://dailycaller.com,2019-07-31 10:05:15,0,4473,[3690],2,0
https://pmcvariety.files.wordpress.com/2018/10/iger.jpg?w=700&h=393&crop=1,1297335151,19076,"Disney Likely to Leave Georgia if Anti-Abortion Legislation Becomes Law, Says Bob Iger",https://variety.com/2019/film/news/disney-leave-georgia-anti-abortion-heartbeat-bill-1203228803/,variety.com,http://www.variety.com,2019-05-29 21:53:30.000000,1,4471,[3686],3,0
http://www.priestsforlife.org/images/fr-frank-pavone-preaching.jpg,298197769,83293,Priests for Life,http://priestsforlife.org/,Pro-life and Anti Abortion Blog - Pro Life Leaders and Activists,http://www.priestsforlife.org/blog/,2014-06-30 15:12:31,1,4167,[],4,0
https://i.ytimg.com/vi/_WXjoqbStEM/maxresdefault.jpg,608486473,18362,"Ultrasounds for Killing, Not Care, at Planned Parenthood",https://www.youtube.com/watch?v=_WXjoqbStEM,YouTube,http://www.youtube.com,2017-02-07 09:13:59,1,4114,[],5,0
https://cdn.vox-cdn.com/thumbor/elodqY6DI8iZTY8ISTG56rHi2pY=/0x0:1207x632/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10284203/Screen_Shot_2018_02_23_at_8.53.41_AM.png,806296440,104828,The DCCC is torching a Texas Democrat they’re afraid will win the primary,https://www.vox.com/policy-and-politics/2018/2/23/17043994/dccc-laura-moser-texas-opposition-memo,Vox,http://www.vox.com,2018-02-23 16:10:02.000000,1,3423,[3689],6,0
"https://video-images.vice.com/articles/5d40aad6a5caff00084f7577/lede/1564523321689-GettyImages-600004602.jpeg?crop=1xw:0.8445xh;0xw,0.0438xh&resize=1200:*",1352961987,26164,Turns Out A Lot of Christians Are Against Trump's Pro-Christian Agenda,https://www.vice.com/en_us/article/vb95j9/christians-against-christian-nationalism-trump,Vice,http://m.vice.com,2019-07-31 07:00:00,0,3316,[3687],7,0
https://static01.nyt.com/images/2018/03/20/us/elections/results-illinois-primary-elections-1521482976639/results-illinois-primary-elections-1521482976639-facebookJumbo.png,828344738,1,Illinois Primary Election Results,https://www.nytimes.com/interactive/2018/03/20/us/elections/results-illinois-primary-elections.html?partner=rss&emc=rss,New York Times,http://nytimes.com,2018-03-20 15:29:31.000000,1,3254,[3687],8,0
,,,,,,,,,,,0,
