parent,image_url,stories_id,media_id,story_title,story_url,media_name,media_url,publish_date,inlink_count,fb_count,partisan,deleted,d_hash,img_size,index
1,https://static01.nyt.com/images/2019/05/09/us/09ABORTION-1/09ABORTION-1-facebookJumbo.jpg,1290242269,1,Lawmakers Vote to Effectively Ban Abortion in Alabama - The New York Times,https://www.nytimes.com/2019/05/14/us/abortion-law-alabama.html?module=inline,New York Times,http://nytimes.com,2019-05-14 00:00:00.000000,3,58168,[3687],FALSE,3b595b4955d6b2b9,155924,3b595b4955d6b2b9
1,https://cdn.cnn.com/cnnnext/dam/assets/190120141102-march-for-life-super-tease.jpg,1173190326,1095,Iowa's 'fetal heartbeat' abortion restriction declared unconstitutional,http://rss.cnn.com/~r/rss/cnn_topstories/~3/SfyTpY4Zvr8/index.html,CNN,http://www.cnn.com/,2019-01-23 10:39:31.000000,2,56262,[3687],FALSE,8c0ccc06c952dac2,129833,8c0ccc06c952dac2
1,http://ontheissues.org/Donald_Trump.jpg,485806719,35448,OnTheIssues.org - Candidates on the Issues,http://ontheissues.org/default.htm,ontheissues.org,http://www.ontheissues.org#spider,2015-11-11 09:08:02,1,55857,[3690],FALSE,2e63e1e92bc1e464,39780,2e63e1e92bc1e464
1,https://media.swncdn.com/cms/RT/69100-clarence-thomas-getty.1200w.tn.jpg,1324876883,129203,"Abortion Is the ‘Dismembering of a Living Child,’ Supreme Court Justice Says",https://www.christianheadlines.com/contributors/michael-foust/abortion-is-the-dismembering-of-a-living-child-supreme-court-justice-says.html,christianheadlines.com,http://christianheadlines.com/,2019-06-28 22:32:25,0,55135,[3690],FALSE,948c9c949c9c9c94,42351,948c9c949c9c9c94
1,https://media.npr.org/assets/img/2017/04/20/gettyimages-670412336_wide-f5a009b128d68604576758b11488ab53fc20eab7.jpg?s=1400,633425889,1096,Bernie Sanders Defends Campaigning For Anti-Abortion Rights Democrat,http://www.npr.org/2017/04/20/524962482/sanders-defends-campaigning-for-anti-abortion-rights-democrat,NPR,http://www.npr.org/,2017-04-20 08:00:00,1,49952,[3689],FALSE,181070717070d8d8,120967,181070717070d8d8
1,https://static.politifact.com/rulings/tom-false.png,1217213340,18391,"No, late-term abortions are not unrestricted under new law",https://www.politifact.com/facebook-fact-checks/statements/2019/feb/01/viral-image/no-new-york-abortion-law-doesnt-let-mothers-abort-/,Politifact,http://www.politifact.com,2019-02-01 00:00:00.000000,7,48308,[3689],FALSE,3a5dccd4eccc8d00,73162,3a5dccd4eccc8d00
1,https://cdn.cnn.com/cnnnext/dam/assets/190507102532-02-ga-abortion-bill-signing-0507-super-tease.jpg,1276546324,1095,Georgia's governor signs a controversial abortion bill into law,http://rss.cnn.com/~r/rss/cnn_topstories/~3/3wk6uP1gOAI/index.html,CNN,http://www.cnn.com/,2019-05-07 10:59:50.000000,8,47773,[3687],FALSE,8d185918cfda78f0,100953,8d185918cfda78f0
1,https://cdn.cnn.com/cnnnext/dam/assets/190515181630-kay-ivey-abortion-bill-0515-super-tease.jpg,1284097393,1095,Gov. Kay Ivey signed into law a bill that was passed with the aim of challenging the landmark Roe v. Wade decision that legalized abortion,http://rss.cnn.com/~r/rss/cnn_topstories/~3/RIxw9kMM1ek/index.html,CNN,http://www.cnn.com/,2019-05-15 18:25:50.000000,14,35545,[3687],FALSE,b9892898b9e8c099,74458,b9892898b9e8c099
1,http://www.catholicnewsagency.com/images/shutterstock_680525371.jpg,1176600205,84877,Judicial nominee faces Senate scrutiny over Knights of Columbus membership,https://www.catholicnewsagency.com/news/senators-quiz-nominee-about-membership-of-extreme-knights-of-columbus-78683,catholicnewsagency.com,http://www.catholicnewsagency.com/#spider,2019-01-27 16:52:10.517008,1,33602,[],FALSE,c06de9eba6e63474,51440,c06de9eba6e63474
1,https://compote.slate.com/images/26c4d2cb-6f25-40d2-a5e9-121299b62115.jpeg?width=780&height=520&rect=4734x3156&offset=0x0,1276697465,4425,Georgia Just Criminalized Abortion. Women Who Terminate Their Pregnancies Would Be Subject to Life in Prison.,https://slate.com/news-and-politics/2019/05/hb-481-georgia-law-criminalizes-abortion-subjects-women-to-life-in-prison.html?via=rss,Slate,http://www.slate.com?from=rss,2019-05-07 14:03:53.000000,4,33304,[3689],FALSE,70a8863039999783,95965,70a8863039999783
1,"https://i.kinja-img.com/gawker-media/image/upload/s--wldcwMXy--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/e3uxzhiptlhf5p9n22nu.png",1000007154,6154,Court Docs Allege Ex-Trump Staffer Drugged Woman He Got Pregnant With 'Abortion Pill',https://splinternews.com/court-docs-allege-ex-trump-staffer-drugged-woman-he-got-1829233105,Jezebel,http://jezebel.com,2018-09-21 20:14:00.000000,1,29968,[3689],FALSE,ecb292e63733323a,1874621,ecb292e63733323a
,,,,,,,,,,,,,1,,
