image_url,stories_id,media_id,story_title,story_url,media_name,media_url,publish_date,inlink_count,fb_count,partisan,image_url,d_hash,parent
https://cbsnews1.cbsistatic.com/hub/i/r/2019/05/15/1273c667-b76e-4271-8ce4-53dee864a454/thumbnail/1200x630/5a0b7be461cab49a7686aa0f021742a3/2019-05-15t020012z-1738697895-rc1274eff540-rtrmadp-3-usa-abortion-alabama.jpg,1283995119,18957,Alabama Passes Near-Total Abortion Ban With No Exceptions For Rape Or Incest,https://www.cbsnews.com/news/alabama-abortion-law-passed-alabama-passes-near-total-abortion-ban-with-no-exceptions-for-rape-or-incest-2019-05-14/,newyork.cbslocal.com,http://newyork.cbslocal.com,2019-05-15 14:50:24,39,141148,[3686],https://cbsnews1.cbsistatic.com/hub/i/r/2019/05/15/1273c667-b76e-4271-8ce4-53dee864a454/thumbnail/1200x630/5a0b7be461cab49a7686aa0f021742a3/2019-05-15t020012z-1738697895-rc1274eff540-rtrmadp-3-usa-abortion-alabama.jpg,1283995119,alabama
https://www.trbimg.com/img-5cd7323b/turbine/ct-perspec-zorn-abortion-rape-heartbeat-ohio-child-argentina-20190509,1280845594,658831,Should 11-year-old girls have to bear their rapists’ babies? Ohio says yes.,https://www.chicagotribune.com/columns/eric-zorn/ct-perspec-zorn-abortion-rape-heartbeat-ohio-child-argentina-20190509-story.html,State News - United States - Ohio,http://www.ohio.statenews.net/,2019-05-12 03:04:51,1,131277,[],https://www.trbimg.com/img-5cd7323b/turbine/ct-perspec-zorn-abortion-rape-heartbeat-ohio-child-argentina-20190509,1280845594,ohio
https://cbsnews3.cbsistatic.com/hub/i/r/2017/01/27/e9aa704a-52d1-441a-8f45-b1e302989203/thumbnail/1200x630/2bb494c567bb6b7ab92b1ac239eede9c/march-for-life-getty-632855678.jpg,1283114934,1752,Alabama just passed a near-total abortion ban,http://www.cbsnews.com/news/alabama-abortion-law-passed-alabama-passes-near-total-abortion-ban-with-no-exceptions-for-rape-or-incest-2019-05-14/,cbs news,http://www.cbsnews.com/,2019-05-14 21:54:44,1,119526,[3687],https://cbsnews3.cbsistatic.com/hub/i/r/2017/01/27/e9aa704a-52d1-441a-8f45-b1e302989203/thumbnail/1200x630/2bb494c567bb6b7ab92b1ac239eede9c/march-for-life-getty-632855678.jpg,1283114934,alabama
https://cbsnews3.cbsistatic.com/hub/i/r/2016/12/07/2b3c8a1b-db2b-45d1-ba27-89897f29e60d/thumbnail/1200x630/9c201083e8b41e134a9ed65c63e15b68/ohio-heartbeat-bill-2-2016-12-6.png,1290272299,1752,A pregnant 11-year-old rape victim in Ohio would no longer be allowed to have an abortion under new state law,https://www.cbsnews.com/news/ohio-abortion-heartbeat-bill-pregnant-11-year-old-rape-victim-barred-abortion-after-new-ohio-abortion-bill-2019-05-13/?ftag=CNM-00-10aab6a&amp;linkId=67347419,cbs news,http://www.cbsnews.com/,2019-05-15 01:29:00,5,95847,[3687],https://cbsnews3.cbsistatic.com/hub/i/r/2016/12/07/2b3c8a1b-db2b-45d1-ba27-89897f29e60d/thumbnail/1200x630/9c201083e8b41e134a9ed65c63e15b68/ohio-heartbeat-bill-2-2016-12-6.png,1290272299,ohio
https://i.guim.co.uk/img/media/ec38fe9dca67637e06fedb446ed64ad0d7fdfdb0/0_1667_1961_1176/master/1961.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=1c7f2dc2ba712c7361509de094e25bd4,1283168003,623382,These 25 white men – all Republicans – just voted to ban abortion in Alabama,https://www.theguardian.com/us-news/2019/may/14/alabama-abortion-ban-white-men-republicans,Guardian - United States,http://www.theguardian.com/us,2019-05-14 22:52:24,15,95809,[],https://i.guim.co.uk/img/media/ec38fe9dca67637e06fedb446ed64ad0d7fdfdb0/0_1667_1961_1176/master/1961.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=1c7f2dc2ba712c7361509de094e25bd4,1283168003,alabama
https://static01.nyt.com/images/2019/05/09/us/09ABORTION-1/09ABORTION-1-facebookJumbo.jpg,1282767285,1,Alabama Senate Set to Take Up Bill Effectively Banning Abortion,https://www.nytimes.com/2019/05/14/us/alabama-abortion-ban.html,New York Times,http://nytimes.com,2019-05-14 16:25:02,2,58545,[3687],https://static01.nyt.com/images/2019/05/09/us/09ABORTION-1/09ABORTION-1-facebookJumbo.jpg,1282767285,alabama
https://cbsnews3.cbsistatic.com/hub/i/r/2018/03/16/6c3d64da-4d48-464d-a354-a8ee316588f5/thumbnail/1200x630/cc614d2b59e565195182b2a8cf6ab3c8/ap-578901727403.jpg,1276728319,69419,Abortions After Six Weeks Will Now Be Illegal In Georgia,https://www.cbsnews.com/news/georgia-abortion-law-governor-brian-kemp-signs-heartbeat-abortion-bill-into-law-today-2019-05-07/,minnesota.cbslocal.com,http://minnesota.cbslocal.com/#spider,2019-05-07 14:48:11,2,53171,[],https://cbsnews3.cbsistatic.com/hub/i/r/2018/03/16/6c3d64da-4d48-464d-a354-a8ee316588f5/thumbnail/1200x630/cc614d2b59e565195182b2a8cf6ab3c8/ap-578901727403.jpg,1276728319,georgia
https://foreignpolicymag.files.wordpress.com/2019/05/gettyimages-3403577.jpg,1285100894,20153,What Actually Happens When a Country Bans Abortion,http://foreignpolicy.com/2019/05/16/what-actually-happens-when-a-country-bans-abortion-romania-alabama/,Foreign Policy,http://www.foreignpolicy.com,2019-05-16 16:38:19,5,48111,[3689],https://foreignpolicymag.files.wordpress.com/2019/05/gettyimages-3403577.jpg,1285100894,0
https://cdn.cnn.com/cnnnext/dam/assets/190507102532-02-ga-abortion-bill-signing-0507-super-tease.jpg,1276546324,1095,Georgia's governor signs a controversial abortion bill into law,http://rss.cnn.com/~r/rss/cnn_topstories/~3/3wk6uP1gOAI/index.html,CNN,http://www.cnn.com/,2019-05-07 10:59:50,40,47773,[3687],https://cdn.cnn.com/cnnnext/dam/assets/190507102532-02-ga-abortion-bill-signing-0507-super-tease.jpg,1276546324,georgia
https://static.foxnews.com/foxnews.com/content/uploads/2019/05/Rep-John-Rogers-1.jpg,1271659588,1092,"Alabama Dem opposing abortion bill: 'Some kids are unwanted, so you kill them now or you kill them later'",https://www.foxnews.com/politics/alabama-dem-opposing-abortion-bill-some-kids-are-unwanted-so-you-kill-them-now-or-you-kill-them-later,FOX News,http://www.foxnews.com/,2019-05-01 22:01:29,1,46855,[3690],https://static.foxnews.com/foxnews.com/content/uploads/2019/05/Rep-John-Rogers-1.jpg,1271659588,alabama
