image_url,stories_id,media_id,story_title,story_url,media_name,media_url,publish_date,inlink_count,fb_count,partisan,image_url,stories_id,media_id,parent,d_hash
https://media2.foxnews.com/BrightCove/694940094001/2019/01/29/694940094001_5995930139001_5995932608001-vs.jpg,1179365969,1092,Cuomo brushes off criticism of New York abortion law: 'I'm not here to legislate religion',https://www.foxnews.com/politics/cuomo-defies-catholic-church-with-new-york-abortion-law-im-not-here-to-legislate-religion,FOX News,http://www.foxnews.com/,2019-01-30 13:26:44,1,74501,[3690],https://media2.foxnews.com/BrightCove/694940094001/2019/01/29/694940094001_5995930139001_5995932608001-vs.jpg,1179365969,1092,0,15
http://w2.vatican.va/etc/designs/francesco/favicon.ico,621309266,300052,Laudato si' (24 May 2015),http://w2.vatican.va/content/francesco/en/encyclicals/documents/papa-francesco_20150524_enciclica-laudato-si.html,Bulletin,http://press.vatican.va/content/salastampa/en/bollettino.html,2015-05-24 08:00:00,1,64656,[],http://w2.vatican.va/etc/designs/francesco/favicon.ico,621309266,300052,0,16
https://static01.nyt.com/images/2019/05/09/us/09ABORTION-1/09ABORTION-1-facebookJumbo.jpg,1283132514,1,Alabama Lawmakers Vote to Effectively Ban Abortion in the State,https://www.nytimes.com/2019/05/14/us/abortion-law-alabama.html?partner=rss&emc=rss,New York Times,http://nytimes.com,2019-05-14 22:08:48,10,58168,[3687],https://static01.nyt.com/images/2019/05/09/us/09ABORTION-1/09ABORTION-1-facebookJumbo.jpg,1283132514,1,0,17
https://static01.nyt.com/images/2019/05/09/us/09ABORTION-1/09ABORTION-1-facebookJumbo.jpg,1290242269,1,Lawmakers Vote to Effectively Ban Abortion in Alabama - The New York Times,https://www.nytimes.com/2019/05/14/us/abortion-law-alabama.html?module=inline,New York Times,http://nytimes.com,2019-05-14 00:00:00,1,58168,[3687],https://static01.nyt.com/images/2019/05/09/us/09ABORTION-1/09ABORTION-1-facebookJumbo.jpg,1290242269,1,0,18
https://www.lifenews.com/wp-content/uploads/2019/01/ralphnortham6.png,1237923328,83280,Virginia Governor Who Supported Infanticide Signs Bill to Make Animal Cruelty a Felony,https://www.lifenews.com/2019/04/02/virginia-governor-who-supported-infanticide-signs-bill-to-make-animal-cruelty-a-felony/,LifeNews,http://www.lifenews.com/,2019-04-02 12:01:00,1,56957,[3690],https://www.lifenews.com/wp-content/uploads/2019/01/ralphnortham6.png,1237923328,83280,0,19
https://cdn.cnn.com/cnnnext/dam/assets/190120141102-march-for-life-super-tease.jpg,1173190326,1095,Iowa's 'fetal heartbeat' abortion restriction declared unconstitutional,http://rss.cnn.com/~r/rss/cnn_topstories/~3/SfyTpY4Zvr8/index.html,CNN,http://www.cnn.com/,2019-01-23 10:39:31,27,56262,[3687],https://cdn.cnn.com/cnnnext/dam/assets/190120141102-march-for-life-super-tease.jpg,1173190326,1095,0,20
https://cbsnews3.cbsistatic.com/hub/i/r/2018/03/16/6c3d64da-4d48-464d-a354-a8ee316588f5/thumbnail/1200x630/cc614d2b59e565195182b2a8cf6ab3c8/ap-578901727403.jpg,1276728319,69419,Abortions After Six Weeks Will Now Be Illegal In Georgia,https://www.cbsnews.com/news/georgia-abortion-law-governor-brian-kemp-signs-heartbeat-abortion-bill-into-law-today-2019-05-07/,minnesota.cbslocal.com,http://minnesota.cbslocal.com/#spider,2019-05-07 14:48:11,0,53171,[],https://cbsnews3.cbsistatic.com/hub/i/r/2018/03/16/6c3d64da-4d48-464d-a354-a8ee316588f5/thumbnail/1200x630/cc614d2b59e565195182b2a8cf6ab3c8/ap-578901727403.jpg,1276728319,69419,0,21
https://images.newrepublic.com/1bf88f4f6cc729c7fe90a589d1f4c024047e18de.jpeg?w=1109&h=577&crop=faces&fit=crop&fm=jpg,404975431,29485,"It’s Time to Ban Guns. Yes, All of Them.",https://newrepublic.com/article/125498/its-time-ban-guns-yes-them,New Republic,http://www.newrepublic.com#spider,2015-12-10 11:27:07,1,48110,[3689],https://images.newrepublic.com/1bf88f4f6cc729c7fe90a589d1f4c024047e18de.jpeg?w=1109&h=577&crop=faces&fit=crop&fm=jpg,404975431,29485,0,22
https://cdn.cnn.com/cnnnext/dam/assets/190507102532-02-ga-abortion-bill-signing-0507-super-tease.jpg,1276546324,1095,Georgia's governor signs a controversial abortion bill into law,http://rss.cnn.com/~r/rss/cnn_topstories/~3/3wk6uP1gOAI/index.html,CNN,http://www.cnn.com/,2019-05-07 10:59:50,52,47773,[3687],https://cdn.cnn.com/cnnnext/dam/assets/190507102532-02-ga-abortion-bill-signing-0507-super-tease.jpg,1276546324,1095,0,23
https://cdn.cnn.com/cnnnext/dam/assets/190507102532-02-ga-abortion-bill-signing-0507-super-tease.jpg,1290317368,1095,Georgia abortion bill: Gov. Brian Kemp signs controversial law as the ACLU vows a court challenge - CNN,https://www.cnn.com/2019/05/07/health/georgia-abortion-bill/index.html?utm_medium=social&utm_content=2019-05-07T15%3A02%3A09&utm_source=twCNN&utm_term=link,CNN,http://www.cnn.com/,2019-05-07 00:00:00,2,47773,[3687],https://cdn.cnn.com/cnnnext/dam/assets/190507102532-02-ga-abortion-bill-signing-0507-super-tease.jpg,1290317368,1095,0,24
https://static01.nyt.com/images/2019/05/24/us/politics/00dc-cli-trump1/00dc-cli-trump1-facebookJumbo.jpg,1309411233,1,Trump Administration Hardens Its Attack on Climate Science - The New York Times,https://www.nytimes.com/2019/05/27/us/politics/trump-climate-science.html?searchResultPosition=1,New York Times,http://nytimes.com,2019-05-27 00:00:00,1,46808,[3687],https://static01.nyt.com/images/2019/05/24/us/politics/00dc-cli-trump1/00dc-cli-trump1-facebookJumbo.jpg,1309411233,1,0,25
https://www.plannedparenthood.org/images/planned_parenthood_sharing_small.png,443372374,34778,Planned Parenthood | Official Site,https://www.plannedparenthood.org/,plannedparenthood.org,http://www.plannedparenthood.org#spider,2016-01-27 00:01:00,2,44206,[],https://www.plannedparenthood.org/images/planned_parenthood_sharing_small.png,443372374,34778,0,26
https://cbsnews3.cbsistatic.com/hub/i/r/2019/05/28/fdbe9175-9b26-41b0-8dd2-b72446100634/thumbnail/1200x630g2/614e5c457e95577320bbeb71c1cddcda/planned-parenthood-exterior-1-copy.jpg,1295783400,195373,Missouri's last abortion clinic may lose license this week,https://www.cbsnews.com/news/planned-parenthood-missouri-last-abortion-clinic-says-it-may-lose-its-license-this-week-exclusive-2019-05-28/,cbsn.ws,http://cbsn.ws/,2019-05-28 11:29:24,25,42207,[],https://cbsnews3.cbsistatic.com/hub/i/r/2019/05/28/fdbe9175-9b26-41b0-8dd2-b72446100634/thumbnail/1200x630g2/614e5c457e95577320bbeb71c1cddcda/planned-parenthood-exterior-1-copy.jpg,1295783400,195373,0,27
https://cbsnews3.cbsistatic.com/hub/i/r/2019/05/28/fdbe9175-9b26-41b0-8dd2-b72446100634/thumbnail/1200x630g2/614e5c457e95577320bbeb71c1cddcda/planned-parenthood-exterior-1-copy.jpg,1295958868,1752,Missouri's last abortion clinic may lose license this week,http://www.cbsnews.com/news/planned-parenthood-missouri-last-abortion-clinic-says-it-may-lose-its-license-this-week-exclusive-2019-05-28/,cbs news,http://www.cbsnews.com/,2019-05-28 14:32:45,0,42207,[3687],https://cbsnews3.cbsistatic.com/hub/i/r/2019/05/28/fdbe9175-9b26-41b0-8dd2-b72446100634/thumbnail/1200x630g2/614e5c457e95577320bbeb71c1cddcda/planned-parenthood-exterior-1-copy.jpg,1295958868,1752,0,28
https://media1.s-nbcnews.com/j/newscms/2018_28/2371011/180321-abortion-rights-supreme-court-ew-104p_3b50ee895e4868d6fa18203648687a0a.1200;630;7;70;5.jpg,983221133,25499,NBC/WSJ poll: Support for Roe v. Wade hits new high,https://www.nbcnews.com/politics/first-read/nbc-wsj-poll-support-roe-v-wade-hits-new-high-n893806,NBC News,http://www.nbcnews.com,2018-09-12 06:34:27.525251,6,41854,[3687],https://media1.s-nbcnews.com/j/newscms/2018_28/2371011/180321-abortion-rights-supreme-court-ew-104p_3b50ee895e4868d6fa18203648687a0a.1200;630;7;70;5.jpg,983221133,25499,0,29
,,,,,,,,,,,,,,,0
