image_url,stories_id,media_id,story_title,story_url,media_name,media_url,publish_date,inlink_count,fb_count,partisan,image_url,parent,d_hash
https://cdn.cnn.com/cnnnext/dam/assets/190204164023-abortion-illo-5-super-tease.jpg,1184446185,1095,"Before judging 'late-term abortion,' understand what it means, doctors say",http://rss.cnn.com/~r/rss/cnn_latest/~3/IHQbDM0h1kU/index.html,CNN,http://www.cnn.com/,2019-02-06 04:08:08,6,450884,[3687],https://cdn.cnn.com/cnnnext/dam/assets/190204164023-abortion-illo-5-super-tease.jpg,0,1
https://static.foxnews.com/foxnews.com/content/uploads/2019/01/Gov-Andrew-Cuomo.jpg,1173399814,1092,New York 'celebrates' legalizing abortion until birth as Catholic bishops question Cuomo's faith,http://feeds.foxnews.com/~r/foxnews/politics/~3/E6XrHv50Yfs/new-york-celebrates-legalizing-abortion-until-birth-as-catholic-bishops-question-cuomos-faith,FOX News,http://www.foxnews.com/,2019-01-23 15:51:01,2,382249,[3690],https://static.foxnews.com/foxnews.com/content/uploads/2019/01/Gov-Andrew-Cuomo.jpg,0,2
https://www.washingtonpost.com/resizer/fAflvAwy89kCkW2oIi0_d4ZY2w0=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/FWK56ZFUHQI6RFHLHPKS37URPM.jpg,1207281106,2,Senate blocks bill on medical care for children born alive after attempted abortion,https://www.washingtonpost.com/politics/senate-blocks-bill-on-medical-care-for-children-born-alive-after-attempted-abortion/2019/02/25/e5d3d4d8-3924-11e9-a06c-3ec8ed509d15_story.html,Washington Post,http://washingtonpost.com,2019-02-25 18:26:20,1,154523,[3687],https://www.washingtonpost.com/resizer/fAflvAwy89kCkW2oIi0_d4ZY2w0=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/FWK56ZFUHQI6RFHLHPKS37URPM.jpg,0,3
https://static01.nyt.com/images/2019/02/07/science/07ABORTION/07ABORTION-facebookJumbo.jpg,1184916984,1,What Trump Got Wrong About Late-Term Abortions,https://www.nytimes.com/2019/02/06/health/late-term-abortion-trump.html,New York Times,http://nytimes.com,2019-02-06 18:56:17,1,130188,[3687],https://static01.nyt.com/images/2019/02/07/science/07ABORTION/07ABORTION-facebookJumbo.jpg,0,4
https://theintercept.imgix.net/wp-uploads/sites/1/2019/02/AP_19037036434004-AOC-Democrats-Left-centrism-1551198385-e1551198568278.jpg?auto=compress%2Cformat&q=90&fit=crop&w=1200&h=800,1208123850,269138,"AOC, Sanders, and Warren Are the Real Centrists Because They Speak for Most Americans",https://theintercept.com/2019/02/26/democratic-party-centrism-aoc-sanders-warren/,The Intercept,https://theintercept.com/,2019-02-26 12:17:07,1,116387,[3686],https://theintercept.imgix.net/wp-uploads/sites/1/2019/02/AP_19037036434004-AOC-Democrats-Left-centrism-1551198385-e1551198568278.jpg?auto=compress%2Cformat&q=90&fit=crop&w=1200&h=800,0,5
https://static01.nyt.com/images/2019/02/26/opinion/26Gunter-Sub2/26Gunter-Sub2-facebookJumbo.jpg,1208189386,1,I Didn’t Kill My Baby,https://www.nytimes.com/2019/02/26/opinion/born-alive-abortion.html,New York Times,http://nytimes.com,2019-02-26 21:02:42,2,116207,[3687],https://static01.nyt.com/images/2019/02/26/opinion/26Gunter-Sub2/26Gunter-Sub2-facebookJumbo.jpg,0,6
https://cbsnews1.cbsistatic.com/hub/i/r/2019/01/08/78af1108-e687-4d8e-8dc4-07a44c5bd872/thumbnail/1200x630/422ae644e3bd74b27f5175cd0dae90a6/gettyimages-1078781836.jpg,1183342907,1752,New York passes law allowing abortions at any time if mother's health is at risk,https://www.cbsnews.com/news/new-york-passes-abortion-bill-late-term-if-mothers-health-is-at-risk-today-2019-01-23/,cbs news,http://www.cbsnews.com/,2019-01-24 20:30:09,7,110438,[3687],https://cbsnews1.cbsistatic.com/hub/i/r/2019/01/08/78af1108-e687-4d8e-8dc4-07a44c5bd872/thumbnail/1200x630/422ae644e3bd74b27f5175cd0dae90a6/gettyimages-1078781836.jpg,0,7
https://fivethirtyeight.com/wp-content/uploads/2017/01/promo_16x9_congress_tracker_compressed2.jpg,1157625388,5915,Tracking Congress In The Age Of Trump,https://projects.fivethirtyeight.com/congress-trump-score/seth-moulton/,FiveThirtyEight,http://www.fivethirtyeight.com/,2017-01-30 12:00:00,7,86236,[3689],https://fivethirtyeight.com/wp-content/uploads/2017/01/promo_16x9_congress_tracker_compressed2.jpg,0,8
https://www.lifenews.com/wp-content/uploads/2019/04/sarahhull.jpg,1290211070,83280,"Mom With Cancer Refused Abortion to Save Her Unborn Baby Girl’s Life, 10 Years Later They're Doing Great | LifeNews.com",https://www.lifenews.com/2019/04/22/mom-with-cancer-refused-abortion-to-save-her-unborn-baby-girls-life-10-years-later-theyre-doing-great/,LifeNews,http://www.lifenews.com/,2019-04-22 00:00:00,0,80379,[3690],https://www.lifenews.com/wp-content/uploads/2019/04/sarahhull.jpg,0,9
http://www.washingtonpost.com/favicon.ico,149881003,2,"Washington Post: Breaking News, World, US, DC News &amp; Analysis",http://www.washingtonpost.com,Washington Post,http://washingtonpost.com,2013-06-06 12:00:00,1,75306,[3687],http://www.washingtonpost.com/favicon.ico,0,10
https://static01.nyt.com/images/2019/02/23/science/23ABORTION/23ABORTION-facebookJumbo.jpg,1205265008,1,Trump Administration Blocks Funds for Planned Parenthood and Others Over Abortion Referrals,https://www.nytimes.com/2019/02/22/health/trump-defunds-planned-parenthood.html,New York Times,http://nytimes.com,2019-02-22 19:25:49,2,66257,[3687],https://static01.nyt.com/images/2019/02/23/science/23ABORTION/23ABORTION-facebookJumbo.jpg,0,11
https://www.lifenews.com/wp-content/uploads/2017/05/plannedparenthooddover2.jpg,1232653361,83280,"Planned Parenthood Annual Report Shows It Killed 332,757 Babies in Abortions, More Than Ever Before | LifeNews.com",https://www.lifenews.com/2019/01/21/planned-parenthood-annual-report-shows-it-killed-332757-babies-in-abortions-more-than-ever-before/,LifeNews,http://www.lifenews.com/,2019-01-21 00:00:00,1,52776,[3690],https://www.lifenews.com/wp-content/uploads/2017/05/plannedparenthooddover2.jpg,0,12
https://www.liveaction.org/news/wp-content/uploads/2017/09/baby-incubator-preemie-700x350.jpg,1264195448,83282,Eyewitness: Babies born alive after abortion were drowned in saline,https://www.liveaction.org/news/eyewitness-born-alive-abortion-drowned-saline/,Live Action News,http://liveactionnews.org/,2019-04-23 16:46:46,2,50126,[],https://www.liveaction.org/news/wp-content/uploads/2017/09/baby-incubator-preemie-700x350.jpg,0,13
