image_url,stories_id,media_id,story_title,story_url,media_name,media_url,publish_date,inlink_count,fb_count,partisan,d_hash,parent
https://cdn.cnn.com/cnnnext/dam/assets/190521142511-05-abortion-ban-protests-0521-super-tease.jpg,1292701310,1095,"ACLU, Planned Parenthood bring lawsuit against Alabama abortion law",http://rss.cnn.com/~r/rss/cnn_latest/~3/k70qjWqA_Fs/index.html,CNN,http://www.cnn.com/,2019-05-24 15:07:17.000000,7,258,[3687],3b3f1e5b635317a6,0
https://www.aclu-in.org/profiles/aclu_affiliates/themes/custom/affiliates/favicons/favicon.ico,1290267073,116951,Indiana Abortion Ban Immediately Challenged By ACLU Lawsuit,https://www.aclu-in.org/en/press-releases/indiana-abortion-ban-immediately-challenged-aclu-lawsuit,aclu-in.org,http://aclu-in.org/,2019-04-25 12:31:52.000000,6,39,[],4836a64152f3e745,0
https://cdn.cnn.com/cnnnext/dam/assets/180627013115-hhs-seal-super-tease.jpg,1303341431,1095,"Trump admin ends government fetal tissue research, places limits on future research",http://rss.cnn.com/~r/rss/cnn_topstories/~3/F-HP92thAe0/index.html,CNN,http://www.cnn.com/,2019-06-05 15:02:40.000000,6,777,[3687],4c5c98d8d8c8c88c,0
"https://media.newyorker.com/photos/5d3bacc3829646000828c0e9/16:9/w_1200,h_630,c_limit/190805_r34728-tout.jpg",1353385924,1101,"Alan Dershowitz, Devil’s Advocate",https://www.newyorker.com/magazine/2019/08/05/alan-dershowitz-devils-advocate,New Yorker,http://www.newyorker.com/,2019-07-29 05:00:00,6,2401,[3689],0923269a1b496932,0
https://cdn.cnn.com/cnnnext/dam/assets/190524115807-02-missouri-abortion-bill-signing-0524-super-tease.jpg,1292563477,1095,Missouri's governor signs bill that bans abortion after 8 weeks,http://rss.cnn.com/~r/rss/cnn_latest/~3/vJ-bb12k8Pg/index.html,CNN,http://www.cnn.com/,2019-05-24 12:06:27.000000,5,2396,[3687],46715a4a9aeac8e0,0
https://cdn.cnn.com/cnnnext/dam/assets/190625123138-03-anti-abortion-manchester-protest-restricted-super-tease.jpg,1324368434,1095,Abortion rights advocates sue Georgia over six-week abortion ban,http://rss.cnn.com/~r/rss/cnn_latest/~3/r8cZuUxtcFA/index.html,CNN,http://www.cnn.com/,2019-06-28 09:00:34.000000,5,256,[3687],c3dbc5a525a96717,0
https://cdn.cnn.com/cnnnext/dam/assets/190521142511-05-abortion-ban-protests-0521-super-tease.jpg,1328960342,1095,Federal judge blocks Ohio heartbeat abortion bill,http://rss.cnn.com/~r/rss/cnn_latest/~3/CPiF76627Xc/index.html,CNN,http://www.cnn.com/,2019-07-03 16:06:41.000000,5,1153,[3687],f4b4f4cedb9b1bc4,0
https://cdn.cnn.com/cnnnext/dam/assets/150922090617-pro-choice-rally-file-super-tease.jpg,1347038075,1095,Federal judge blocks Arkansas abortion restrictions,http://rss.cnn.com/~r/rss/cnn_latest/~3/oDgvlgkSdbU/index.html,CNN,http://www.cnn.com/,2019-07-24 07:20:56,5,365,[3687],3268555471696928,0
http://i.cdn.turner.com/cnn/.e/img/3.0/global/misc/apple-touch-icon.png,101562847,1095,Antonin Scalia Fast Facts,http://rss.cnn.com/~r/rss/cnn_latest/~3/YTKYLO4VsoM/index.html,CNN,http://www.cnn.com/,2013-03-08 19:36:01,4,210,[3687],6969696161605050,0
http://i.cdn.turner.com/cnn/.e/img/3.0/global/misc/apple-touch-icon.png,156296726,1095,Abortion Fast Facts,http://rss.cnn.com/~r/rss/cnn_latest/~3/g3R38O7Fr-c/index.html,CNN,http://www.cnn.com/,2013-09-18 21:43:45,4,168,[3687],92b9f9d9f1e5b733,0
https://media1.s-nbcnews.com/j/newscms/2018_28/2371011/180321-abortion-rights-supreme-court-ew-104p_3b50ee895e4868d6fa18203648687a0a.1200;630;7;70;5.jpg,983221133,25499,NBC/WSJ poll: Support for Roe v. Wade hits new high,https://www.nbcnews.com/politics/first-read/nbc-wsj-poll-support-roe-v-wade-hits-new-high-n893806,NBC News,http://www.nbcnews.com,2018-09-12 06:34:27.525251,3,41854,[3687],485b5b98e8a2a829,0
https://cbsnews3.cbsistatic.com/hub/i/r/2019/07/30/4962506f-d69f-4e66-acca-05294fa66c81/thumbnail/1200x630/7720c27fd2c74e437d3d7668fe3dbd83/alexis-johnson-planned-parenthood-kate-smith-cbs-news.jpg,1352012684,1752,New Planned Parenthood president sits with CBS News for first interview,http://www.cbsnews.com/news/planned-parenthood-alexis-mcgill-johnson-planned-parenthood-acting-president-sits-for-cbs-news-interview-exclusive/,cbs news,http://www.cbsnews.com/,2019-07-30 07:08:59,3,208,[3687],af8c26c607cc4e3b,0
https://i.dailymail.co.uk/1s/2019/07/26/21/16551550-0-image-a-62_1564173503188.jpg,1352213940,1747,"Murdered Ole Miss student, 21, was PREGNANT with accused killer's baby",https://www.dailymail.co.uk/news/article-7291005/Murdered-Ole-Miss-student-21-PREGNANT-accused-killers-baby.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Daily Mail,http://www.dailymail.co.uk/home/index.html,2019-07-30 10:47:48,3,7097,[3690],d2e5fc5963a9d94f,0
https://s3.amazonaws.com/hafa/_1200x630_crop_center-center_82_none/PR-Quote-new.png?mtime=20190728192026&mtime=1564356026,1356375421,19870,Heritage Action Unveils A Winning Conservative Agenda for 2020,https://heritageaction.com/press/heritage-action-for-america-releases-2020-election-surveys,heritageaction.com,http://heritageaction.com,2019-08-04 05:57:58.050334,3,129,[],b792b3b1b1929393,0
http://static.justia.com/fb-images/justialaw.png,169906814,18399,Roe v. Wade - 410 U.S. 113 (1973),http://supreme.justia.com/cases/federal/us/410/113/,supreme.justia.com,http://supreme.justia.com,2012-06-27 19:55:39,2,4,[],3070f0d0f0e89631,0
https://www.insidephilanthropy.com/favicon.ico,608968475,105483,Who's Who At The Secretive Susan Thompson Buffett Foundation?,https://www.insidephilanthropy.com/home/2014/2/4/whos-who-at-the-secretive-susan-thompson-buffett-foundation.html,insidephilanthropy.com,http://insidephilanthropy.com/#spider,2014-02-04 07:00:00,2,1,[],3b595b4955d6b2b9,0
https://www.nysenate.gov/sites/default/files/article/main-image/img_20170607_113721482.jpg,1290241877,25013,FAQs about the Reproductive Health Act,https://www.nysenate.gov/newsroom/articles/2019/liz-krueger/faqs-about-reproductive-health-act,nysenate.gov,http://www.nysenate.gov,2019-02-12 22:25:35.000000,2,18,[],3b595b4955d6b2b9,0
https://dfcby4322olzt.cloudfront.net/wp-content/uploads/2019/02/these_doors_stay_open.jpg__1200x675_q75_crop_subsampling-2.jpg,1208345494,19183,Connecticut to join legal battle over new Trump abortion policy,https://ctmirror.org/2019/02/26/connecticut-to-join-legal-battle-over-new-trump-abortion-policy/,ctmirror.org,http://www.ctmirror.org,2019-02-26 17:33:56.000000,2,864,[],8c0ccc06c952dac2,0
https://cdn.theatlantic.com/assets/media/img/mt/2019/03/AP_396640847760/facebook.jpg?1551640667,1290240605,1110,The Biggest Consequence of Trump’s New Abortion Rule Won’t Be for Abortion,https://www.theatlantic.com/health/archive/2019/03/trumps-title-x-rule-change-planned-parenthood/584005/,The Atlantic,http://www.theatlantic.com/,2019-03-05 13:00:00.000000,2,2096,[3687],1939b9b11525e4a6,0
https://www.kofc.org/un/common/favicons/apple-touch-icon.png?v=PYE0MLMXba,1217070668,86454,Marist Poll Finds 3 in 4 Americans Support Substantial Abortion Restrictions | Knights of Columbus,https://www.kofc.org/en/news/polls/abortion-restrictions-supported.html,kofc.org,http://www.kofc.org/#spider,2019-03-07 09:05:15.988301,2,711,[],343535e5e969e9e8,0
https://www.guttmacher.org/sites/default/files/styles/twitter_card_summary_with_image/public/images/apspreview.png?itok=gdX74BGL,1290240241,19444,"A Surge in Bans on Abortion as Early as Six Weeks, Before Most People Know They Are Pregnant",https://www.guttmacher.org/article/2019/03/surge-bans-abortion-early-six-weeks-most-people-know-they-are-pregnant,guttmacher.org,http://www.guttmacher.org,2019-03-22 18:51:26.000000,2,1759,[],8d185918cfda78f0,0
https://static01.nyt.com/images/2019/03/29/us/politics/29dc-abortion/29dc-abortion-facebookJumbo.jpg,1235760338,1,Trump Administration Gives Family Planning Grant to Anti-Abortion Group,https://www.nytimes.com/2019/03/29/us/politics/trump-grant-abortion.html,New York Times,http://nytimes.com,2019-03-29 23:10:59.000000,2,2469,[3687],1,0
https://www.masslive.com/resizer/OQvhsxbsn12ut-85NVuJ3TQmWeY=/1200x0/arc-anglerfish-arc2-prod-advancelocal.s3.amazonaws.com/public/BV4WG63LP5FWJIK3GXLK5G6XZA.JPG,1290241898,24649,Gov. Charlie Baker will not support expanding access to late-term abortion,https://www.masslive.com/news/2019/04/gov-charlie-baker-will-not-support-expanding-access-to-late-term-abortion.html,masslive.com,http://www.masslive.com,2019-04-01 00:00:00.000000,2,106,[3687],2,0
https://scottrasmussen.com/wp-content/uploads/poll-results-fb-twitter3.jpg,1290240802,897348,Fetal Heartbeat Laws Get Mixed Reviews,https://scottrasmussen.com/fetal-heartbeat-laws-get-mixed-reviews/,scottrasmussen.com,http://scottrasmussen.com/,2019-04-04 11:44:45.000000,2,6,[],3,0
https://www.al.com/resizer/AVoVYlDQS9R9XgGMzDtqTbbsTj8=/1200x0/arc-anglerfish-arc2-prod-advancelocal.s3.amazonaws.com/public/TO42FSNRHBCJFJBJPZQLQBS6BQ.JPG,1290240555,24725,Alabama abortion law passes: Read the bill,https://www.al.com/news/2019/05/alabama-abortion-ban-passes-read-the-bill.html,al.com,http://www.al.com,2019-05-15 00:00:00.000000,2,2019,[3687],4,0
https://cbsnews1.cbsistatic.com/hub/i/r/2019/05/21/a8da03f6-833f-42ce-8061-1eda7524b800/thumbnail/1200x630/2e71eebfe3951ea228e20c41fb18e35c/rtx6vzb5.jpg,1289470487,195373,"Majority of Americans oppose overturning Roe v. Wade, CBS News poll finds",https://www.cbsnews.com/news/majority-of-americans-dont-want-roe-v-wade-overturned-cbs-news-poll-finds/,cbsn.ws,http://cbsn.ws/,2019-05-21 17:00:04.000000,2,1228,[],5,0
https://media2.foxnews.com/BrightCove/694940094001/2019/06/02/694940094001_6043780649001_6043775313001-vs.jpg,1326443168,1092,"Kirsten Gillibrand compares pro-life beliefs to racism, ‘not acceptable’ | Fox News",https://www.foxnews.com/politics/kirsten-gillibrand-compares-pro-life-beliefs-to-racism-not-acceptable,FOX News,http://www.foxnews.com/,2019-06-02 00:00:00.000000,2,1257,[3690],6,0
