image_url,stories_id,media_id,story_title,story_url,media_name,media_url,publish_date,inlink_count,fb_count,partisan,image_url,d_hash,parent
https://www.liveaction.org/news/wp-content/uploads/2019/05/EHD-6-months-1-week.jpg,1296118136,83282,&#8216;Dark day&#8217;: Illinois House passes abortion bill far worse than New York&#8217;s,https://www.liveaction.org/news/illinois-house-passes-abortion-worse-new-york/,Live Action News,http://liveactionnews.org/,2019-05-28 19:09:24,1,282046,[],https://www.liveaction.org/news/wp-content/uploads/2019/05/EHD-6-months-1-week.jpg,1296118136,Illinois
"https://www.gannett-cdn.com/presto/2019/05/28/USAT/248a7e44-1d62-48bd-bfe4-c438e0e79ce2-XXX_fathers-day001.jpg?crop=2996,1685,x1,y83&width=3200&height=1680&fit=bounds",1297703933,4,Want to end abortion? Hold men &mdash; fathers of those unplanned children &mdash; accountable.,http://rssfeeds.usatoday.com/~/602542160/0/usatoday-newstopstories~Want-to-end-abortion-Hold-men-mdash-fathers-of-those-unplanned-children-mdash-accountable/,USA Today,http://www.usatoday.com,2019-05-30 07:39:24,3,83931,[3686],"https://www.gannett-cdn.com/presto/2019/05/28/USAT/248a7e44-1d62-48bd-bfe4-c438e0e79ce2-XXX_fathers-day001.jpg?crop=2996,1685,x1,y83&width=3200&height=1680&fit=bounds",1297703933,0
https://static01.nyt.com/images/2019/05/24/us/politics/00dc-cli-trump1/00dc-cli-trump1-facebookJumbo.jpg,1309411233,1,Trump Administration Hardens Its Attack on Climate Science - The New York Times,https://www.nytimes.com/2019/05/27/us/politics/trump-climate-science.html?searchResultPosition=1,New York Times,http://nytimes.com,2019-05-27 00:00:00,1,46808,[3687],https://static01.nyt.com/images/2019/05/24/us/politics/00dc-cli-trump1/00dc-cli-trump1-facebookJumbo.jpg,1309411233,0
https://cbsnews3.cbsistatic.com/hub/i/r/2019/05/28/fdbe9175-9b26-41b0-8dd2-b72446100634/thumbnail/1200x630g2/614e5c457e95577320bbeb71c1cddcda/planned-parenthood-exterior-1-copy.jpg,1295958868,1752,Missouri's last abortion clinic may lose license this week,http://www.cbsnews.com/news/planned-parenthood-missouri-last-abortion-clinic-says-it-may-lose-its-license-this-week-exclusive-2019-05-28/,cbs news,http://www.cbsnews.com/,2019-05-28 14:32:45,0,42207,[3687],https://cbsnews3.cbsistatic.com/hub/i/r/2019/05/28/fdbe9175-9b26-41b0-8dd2-b72446100634/thumbnail/1200x630g2/614e5c457e95577320bbeb71c1cddcda/planned-parenthood-exterior-1-copy.jpg,1295958868,Missouri
https://static01.nyt.com/images/2016/10/17/obituaries/lwchase-video-v4-copy/lwchase-video-v4-copy-facebookJumbo.jpg,1300482877,1,"Leah Chase, Creole Chef Who Fed Presidents and Freedom Riders, Dies at 96",https://www.nytimes.com/2019/06/02/us/leah-chase-died.html,New York Times,http://nytimes.com,2019-06-02 15:10:55,0,39161,[3687],https://static01.nyt.com/images/2016/10/17/obituaries/lwchase-video-v4-copy/lwchase-video-v4-copy-facebookJumbo.jpg,1300482877,0
https://www.washingtonpost.com/resizer/LKtSZH5J2X53h-XN2BacSYCUrtY=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ISZMM7TY3AI6TJ57ZCSDXBHOGE.jpg,1298641344,337532,Louisianas Democratic governor just defied his party and signed an abortion ban into law,https://www.washingtonpost.com/nation/2019/05/29/louisiana-passed-an-abortion-ban-its-democratic-governor-plans-defy-his-party-sign-it/,washington.statenews.net,http://washington.statenews.net/,2019-05-31 02:17:31,1,30783,[],https://www.washingtonpost.com/resizer/LKtSZH5J2X53h-XN2BacSYCUrtY=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ISZMM7TY3AI6TJ57ZCSDXBHOGE.jpg,1298641344,louisiana
https://www.washingtonpost.com/resizer/LKtSZH5J2X53h-XN2BacSYCUrtY=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ISZMM7TY3AI6TJ57ZCSDXBHOGE.jpg,1297227399,2,Louisiana passed an abortion ban. Its Democratic governor plans to defy his party and sign it.,https://www.washingtonpost.com/national/louisiana-passed-an-abortion-ban-its-democratic-governor-plans-to-defy-his-party-and-sign-it/2019/05/29/d0a1ea7b-fc9f-41ea-a300-0231bd97606e_story.html,Washington Post,http://washingtonpost.com,2019-05-29 18:27:53,0,30777,[3687],https://www.washingtonpost.com/resizer/LKtSZH5J2X53h-XN2BacSYCUrtY=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ISZMM7TY3AI6TJ57ZCSDXBHOGE.jpg,1297227399,louisiana
https://cdn.cnn.com/cnnnext/dam/assets/190528131626-03-clackamas-church-of-christ-super-tease.jpg,1296022273,1095,"This church turns heads with its political street signs. The messages slam white supremacy, back transgender rights and urge tolerance toward Muslims",http://rss.cnn.com/~r/rss/cnn_latest/~3/6cAEZ4omUhw/index.html,CNN,http://www.cnn.com/,2019-05-28 16:18:51,1,24974,[3687],https://cdn.cnn.com/cnnnext/dam/assets/190528131626-03-clackamas-church-of-christ-super-tease.jpg,1296022273,Georgia
https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5cf12be1142c500008f45f1a%2F960x0.jpg,1298889900,1104,‘The Walking Dead’ Threatens To Leave Georgia After Ten Years Due To Abortion Law,https://www.forbes.com/sites/paultassi/2019/05/31/the-walking-dead-threatens-to-leave-georgia-after-ten-years-due-to-abortion-law/,Forbes,http://www.forbes.com/,2019-05-31 10:22:05,3,24894,[3686],https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5cf12be1142c500008f45f1a%2F960x0.jpg,1298889900,Georgia
https://theblaze-img.rbl.ms/simage/https%3A%2F%2Fassets.rbl.ms%2F19562338%2F1200x600.png/2000%2C2000/5FlMYqQ9Eq8rPAZD/img.png,1297376255,22088,"Smallest recorded baby, born at 23 weeks, is now going home healthy",https://www.theblaze.com/news/smallest-recorded-baby-born-at-23-weeks-is-now-going-home-healthy,The Blaze,http://www.theblaze.com,2019-05-29 22:37:33,0,23503,[3690],https://theblaze-img.rbl.ms/simage/https%3A%2F%2Fassets.rbl.ms%2F19562338%2F1200x600.png/2000%2C2000/5FlMYqQ9Eq8rPAZD/img.png,1297376255,0
